"(PDH-CSV 4.0) (GMT Standard Time)(0)","\\nlnca204v-ukcr\processor(_total)\% processor time","\\nlnca204v-ukcr\logicaldisk(c:)\disk reads/sec","\\nlnca204v-ukcr\logicaldisk(c:)\disk writes/sec","\\nlnca204v-ukcr\logicaldisk(c:)\disk read bytes/sec","\\nlnca204v-ukcr\logicaldisk(c:)\disk write bytes/sec","\\nlnca204v-ukcr\mssql$sql2008:databases(cbtest)\log bytes flushed/sec"
"02/16/2016 19:18:21.476"," "," "," "," "," "," "
"02/16/2016 19:18:22.482","2.916349371407434","0","5.9649721640909128","0","24432.525984116379","0"
"02/16/2016 19:18:24.309","6.7913932137074307","0","16.963724232438373","0","75647.265738460657","0"
"02/16/2016 19:18:25.342","2.4612124081580866","0","4.8409020585374609","0","19828.33483176944","0"
"02/16/2016 19:18:27.161","7.200126350808711","0","3.299526807991831","0","13514.86180553454","0"
"02/16/2016 19:18:28.164","1.0748795425418289","0","12.961331939177054","0","19908.605858575953","0"
"02/16/2016 19:18:29.986","8.6851785148684968","1.097594031763748","33.476617968794315","8991.4903082086239","96939.504885374234","0"
"02/16/2016 19:18:31.001","2.9873633988162229","0","4.9275570802027433","0","20183.273800510437","0"
"02/16/2016 19:18:32.014","30.571614941018087","0","19.750837448154357","0","17191.128914873552","0"
"02/16/2016 19:18:33.175","13.880514725829141","0","94.73377580127341","0","73637.42514647347","0"
"02/16/2016 19:18:34.182","16.97699991637489","0","24.830382766689315","0","40682.099124943772","0"
"02/16/2016 19:18:35.186","23.738337008170173","0","11.952447919826055","0","38757.804454689285","0"
"02/16/2016 19:18:36.212","10.184229134925671","0","11.691787516668223","0","30429.825643381824","0"
"02/16/2016 19:18:37.226","2.1232189693549675","0","7.8920699418878009","0","19193.51409867113","0"
"02/16/2016 19:18:38.903","1.749989331259505","0","3.5761857695005155","0","14037.721207212691","0"
"02/16/2016 19:18:39.918","4.5272465194699407","0","9.8499046941862485","0","46901.30619183724","0"
"02/16/2016 19:18:40.942","3.2418107525623352","0","4.8799688623864723","0","19988.352460334991","0"
"02/16/2016 19:18:41.967","3.8204871864218171","0","3.9064174062838566","0","16000.685696138677","0"
"02/16/2016 19:18:42.970","0","0","15.959440925007288","0","52091.615179223787","0"
"02/16/2016 19:18:44.723","9.0842711082791396","0","13.689810837646602","0","65711.092020703698","0"
"02/16/2016 19:18:45.754","2.2764798559008037","0","3.8781100261074397","0","15884.738666936073","0"
"02/16/2016 19:18:47.237","10.411872331665052","0","33.06073982007107","0","32817.844588739936","0"
"02/16/2016 19:18:48.258","2.8717985565874349","0","5.8745091303062269","0","23560.697951948176","0"
"02/16/2016 19:18:49.262","4.2838311429074576","0","3.9844264813264711","0","16320.210867513226","0"
"02/16/2016 19:18:50.562","6.2395132501742889","0","5.3855244665213577","0","22059.108214871481","0"
"02/16/2016 19:18:51.573","19.616613292097895","0","186.91417989827298","0","110890.54583933095","0"
"02/16/2016 19:18:52.579","1.363010961349953","0","3.9783054765612738","0","16295.139231994977","0"
"02/16/2016 19:18:53.586","14.649252250478861","0","3.9710398957192181","0","16265.379412865917","0"
"02/16/2016 19:18:54.593","3.1044959811527773","0","7.9415467795485846","0","44218.532468526515","0"
"02/16/2016 19:18:55.598","0","0","3.9806369661911445","0","16304.689013518928","0"
"02/16/2016 19:18:56.625","10.184229134925671","0","4.8716126080294924","0","19954.125242488801","0"
"02/16/2016 19:18:57.635","6.38657347898266","0","18.815958636148221","0","91267.302521443155","0"
"02/16/2016 19:18:58.640","2.8220018003398128","0","17.912298645203279","0","71840.259099695279","0"
"02/16/2016 19:18:59.643","1.853817498899768","0.99704691757746955","30.908454444901558","8167.8083487946305","486495.08477508021","0"
"02/16/2016 19:19:00.647","31.586689267439226","0","4.975929011435249","0","17324.194446212961","0"
"02/16/2016 19:19:01.650","1.0748795425418289","0","4.9847500178248358","0","20417.536073010528","0"
"02/16/2016 19:19:02.659","3.1982960818486617","0","16.853809927120025","0","69033.205461483623","0"
"02/16/2016 19:19:03.714","5.9295382316578271","0","4.7375688523752668","0","19405.082019329093","0"
"02/16/2016 19:19:04.726","5.7951232587726498","0","7.9130908388527983","0","40008.58728123975","0"
"02/16/2016 19:19:05.729","44.69540509858637","0","6.9794314577835559","0","32671.715715521652","0"
"02/16/2016 19:19:06.734","2.0445778147425209","0","3.9807952259972299","0","16305.337245684654","0"
"02/16/2016 19:19:07.742","45.016632174490034","5.9475321112019728","9.912553518669954","24361.091527483281","43139.432913251643","0"
"02/16/2016 19:19:08.744","1.7581584516277338","0","3.9920394414560749","0","16351.393552204083","0"
"02/16/2016 19:19:09.747","1.853817498899768","0","4.9854317751646589","0","20420.328551074443","0"
"02/16/2016 19:19:10.755","1.5541679168512124","0","3.9690914836642253","0","16257.398717088667","0"
"02/16/2016 19:19:11.758","4.1906313679735856","0","4.985315127285145","0","20419.850761359954","0"
"02/16/2016 19:19:12.761","1.853817498899768","0","3.9884309657463883","0","16336.613235697207","0"
"02/16/2016 19:19:13.764","8.0853211497632689","0","20.938615151534567","0","95464.131860405978","0"
"02/16/2016 19:19:14.768","12.065633489012539","0","7.9682853097786417","0","40287.65052624081","0"
"02/16/2016 19:19:15.775","1.4586821437346797","0","5.959738348659597","0","28479.602988794657","0"
"02/16/2016 19:19:16.780","16.038209555493598","2.9854071762298022","6.9659500778695387","24456.45558767454","36684.683381511808","0"
"02/16/2016 19:19:17.783","18.211514582416466","0","11.965192907549335","0","105676.58375947573","0"
"02/16/2016 19:19:18.787","1.9492904390759347","0","242.05235951322908","0","1264808.2469774392","0"
"02/16/2016 19:19:19.791","1.9492904390759347","0","22.91102607357951","0","93843.562797381674","0"
"02/16/2016 19:19:20.795","6.6183718467389792","0","11.949472011563751","0","61181.29669920641","0"
"02/16/2016 19:19:21.801","1.363010961349953","0","14.917103702606823","0","54481.240616240815","0"
"02/16/2016 19:19:22.803","30.606953192022768","0","7.984009876449587","0","31680.551189751961","0"
"02/16/2016 19:19:23.846","44.571416847106185","0","4.7944217446895028","0","19637.951466248203","0"
"02/16/2016 19:19:24.859","22.931668479807065","0","8.8781774108473055","0","33839.666433522885","0"
"02/16/2016 19:19:25.861","1.7581584516277338","0","6.9864430163075824","0","36792.605050451813","0"
"02/16/2016 19:19:26.871","2.5182500690232645","0","4.9509229250783111","0","20278.980301120762","0"
"02/16/2016 19:19:27.874","15.87470071334266","0","9.9722635541820441","0","32166.533320369599","0"
"02/16/2016 19:19:28.877","0.29594158618388988","0","34.896428273989329","0","81167.098083683522","0"
"02/16/2016 19:19:29.880","3.4116934116156461","0","9.9709913121570466","0","34715.003352405976","0"
"02/16/2016 19:19:30.888","5.4299880776051079","0.99230560466121343","4.9615280233060668","32515.870053538642","20322.41878346165","0"
"02/16/2016 19:19:32.041","32.940763050990121","1.7340799221793275","110.98111501947696","14205.582722493051","224625.77679942138","0"
"02/16/2016 19:19:33.046","20.702753469077283","0","8.9562613670293185","0","65217.504994403709","0"
"02/16/2016 19:19:34.058","11.20032110458078","0","27.668110519773315","0","106245.54439592952","0"
"02/16/2016 19:19:35.070","39.770652575280877","0.98872052416582668","30.650336249140626","8099.5985339664521","73402.611714070968","0"
"02/16/2016 19:19:36.074","1.9492904390759347","0","7.9688352222763941","0","44880.479971860652","0"
"02/16/2016 19:19:37.083","0.19725602304763168","0","8.9128619650461847","0","27380.311956621877","0"
"02/16/2016 19:19:38.087","10.509273019791532","0","31.876086000679013","0","130564.44825878124","0"
"02/16/2016 19:19:39.116","1.2383603481971983","0","26.255688640648515","0","124969.298466186","0"
"02/16/2016 19:19:40.123","2.234598032366697","0","4.9661247815598504","0","20341.247105269147","0"
"02/16/2016 19:19:41.127","0.39292996985491602","0.99614958725501135","6.9730471107850791","8160.457418793053","36722.058384568736","0"
"02/16/2016 19:19:42.142","2.3114435482600504","0","5.9064240801527719","0","32256.950709741006","0"
"02/16/2016 19:19:43.145","2.632755455257707","0","6.9809287208399136","0","61272.608658343466","0"
"02/16/2016 19:19:44.157","1.1620965337942657","0","6.918389351063154","0","48578.953340493739","0"
"02/16/2016 19:19:45.160","10.422135018837086","0","3.9886098457086487","0","16337.345928022625","0"
"02/16/2016 19:19:46.162","1.7581584516277338","0","7.984490720474402","0","30149.436960511342","0"
"02/16/2016 19:19:47.165","4.9695693243315242","0","53.841043443479357","0","182756.44257437024","0"
"02/16/2016 19:19:48.175","9.4812322069501747","0","10.885733922494669","0","97282.835228810553","0"
"02/16/2016 19:19:49.183","1.5541679168512124","0","24.824507261051082","0","115916.54718504236","0"
"02/16/2016 19:19:50.194","8.1116366212618534","8.8908030861797229","67.174956651135687","60694.549068320237","71821.883064178954","0"
"02/16/2016 19:19:51.229","25.28588788982956","1.931571063330128","8.6920697849855753","15823.430150800408","71205.435678601832","0"
"02/16/2016 19:19:52.251","100","5.8783454788052962","101.89132163262514","48155.406162372987","138948.41153101373","0"
"02/16/2016 19:19:53.499","100","3.203636679321745","115.33092045558281","26244.191677003735","162385.93600146062","0"
"02/16/2016 19:19:54.573","100","0","6.5169760716469529","0","87707.325965388023","0"
"02/16/2016 19:19:55.589","100","0.98500591904203438","6.8950414332942405","4034.5842443961728","376224.98078994313","0"
"02/16/2016 19:19:56.636","51.494399928475573","0","5.731031556701196","0","23474.305256248099","0"
"02/16/2016 19:19:57.640","26.072877712001695","0.99624856388379268","53.797422449724806","8161.2682353360296","355015.16823711729","0"
"02/16/2016 19:19:58.656","13.080260794908549","1.9692217724588585","72.861205580977767","16131.864759982969","997655.01125019672","0"
"02/16/2016 19:19:59.658","4.0972499170651711","0","17.965089093799218","0","113954.55624297887","0"
"02/16/2016 19:20:00.660","47.032218967660185","7.9759687828138359","28.912886837700153","65339.136268810944","104644.71043051752","0"
"02/16/2016 19:20:01.668","68.218274681818116","0","9.9232541100107596","0","150388.90068803506","0"
"02/16/2016 19:20:02.677","52.760768487942144","0","23.791518596963872","0","180181.10084100638","0"
"02/16/2016 19:20:03.687","2.5182500690232645","0","9.9030895480352594","0","52731.971225378147","0"
"02/16/2016 19:20:04.692","1.26715382914524","0","6.9658513138248024","0","30060.633784002806","0"
"02/16/2016 19:20:05.695","53.263722618523701","0","5.9823814854626081","0","20930.358690471847","0"
"02/16/2016 19:20:06.702","2.234598032366697","0","7.9459385515520822","0","44751.525922341323","0"
"02/16/2016 19:20:07.714","52.94298346002337","6.9124555605856077","11.849923818146756","105164.12391144641","39942.143216366669","0"
"02/16/2016 19:20:08.719","16.815633541090879","5.9706931805071566","15.921848481352418","24455.959267357313","71329.881196458839","0"
"02/16/2016 19:20:09.736","2.4052846207401113","0","4.918362664057863","0","20145.613471981007","0"
"02/16/2016 19:20:10.739","1.1711102044654198","0","3.984742507550961","0","16321.505310928736","0"
"02/16/2016 19:20:11.744","1.9492904390759347","1.9920935000523128","11.952561000313878","16319.229952428546","60177.160449580268","0"
"02/16/2016 19:20:12.748","2.7274706736864385","0.99531253866710723","8.9578128480039645","8153.6003167609424","72872.802831050925","0"
"02/16/2016 19:20:14.015","8.0991342361134926","0","22.119734529445676","0","100714.31127464179","0"
"02/16/2016 19:20:15.294","1.0725011060338629","0","6.2523411050670923","0","20007.491536214693","0"
"02/16/2016 19:20:16.304","11.802226252925818","0","7.9247232705150914","0","33981.213383968716","0"
"02/16/2016 19:20:17.309","2.8220018003398128","8.9563659443578292","12.936973030739086","73370.549816179337","115660.51950189381","0"
"02/16/2016 19:20:18.313","33.85468005810678","9.9612685590473582","58.771484498379415","81602.712035715958","858868.54417591041","0"
"02/16/2016 19:20:19.316","32.298319588885761","0","8.9646851693238556","0","81598.556563445585","0"
"02/16/2016 19:20:20.323","3.7864298096307092","0","10.925735236173498","0","66619.173978238992","0"
"02/16/2016 19:20:21.329","0.5863417563212181","1.988362158991428","7.9534486359657119","40721.657016144447","37667.532739933609","0"
"02/16/2016 19:20:22.339","0.970920705039513","0","8.9068395362435844","0","48643.219653938293","0"
"02/16/2016 19:20:23.342","1.0748795425418289","0","8.9797954007680332","0","110343.72588463759","0"
"02/16/2016 19:20:24.348","0.5863417563212181","0","16.900843649824221","0","81442.183046682359","0"
"02/16/2016 19:20:25.358","3.2919147510151459","0","5.942143062274825","0","24339.017983077683","0"
"02/16/2016 19:20:26.368","12.660358673144822","0","3.9570276292014905","0","16207.985169209305","0"
"02/16/2016 19:20:27.372","1.1711102044654198","0","7.9675669900470654","0","38244.321552225912","0"
"02/16/2016 19:20:28.376","3.5056509082969534","0","12.953365575186949","0","45404.535579239913","0"
"02/16/2016 19:20:29.381","8.2639696995207785","0","5.9708425712915529","0","18851.940278424529","0"
"02/16/2016 19:20:30.390","4.747123344539073","0","10.903558257269179","0","26390.575912866781","0"
"02/16/2016 19:20:31.417","31.496445950367036","4.870239246219711","40.910009668245571","39896.999905031873","84781.12479819273","0"
"02/16/2016 19:20:32.421","5.154273757131655","12.936893905653758","108.47087967048151","105979.03487511558","173744.47544430007","0"
"02/16/2016 19:20:33.427","0","0","36.787111208634933","0","241800.68772810855","0"
"02/16/2016 19:20:34.433","44.079817237930683","6.9611468071889506","37.789082667597164","57025.714644491884","126780.38345070071","0"
"02/16/2016 19:20:35.441","1.5541679168512124","0.99218623319063082","19.843724663812615","8127.9896222976477","77723.900763221245","0"
"02/16/2016 19:20:36.445","12.843813723623054","0","7.9687753490886912","0","42840.136276700803","0"
"02/16/2016 19:20:37.447","0.97846129648192504","0.99808415978514475","12.975094077206881","8176.3054369599058","76652.86347149912","0"
"02/16/2016 19:20:38.454","6.8900933641587558","0","13.905222696363399","0","65092.333902062266","0"
"02/16/2016 19:20:39.457","9.6431970624791479","0","6.9796375363928789","0","30630.637873998461","0"
"02/16/2016 19:20:40.460","1.0748795425418289","2.9912857283327758","5.9825714566655517","24504.6126865021","22462.561629293592","0"
"02/16/2016 19:20:41.466","0.5863417563212181","0","5.9647021380120906","0","28503.323283513779","0"
"02/16/2016 19:20:42.473","2.234598032366697","0","6.9528293509960237","0","36615.585885016771","0"
"02/16/2016 19:20:43.478","0","0","5.9708309517402132","0","28532.610841382564","0"
"02/16/2016 19:20:44.481","2.7274706736864385","0","20.917709322642555","0","95368.817208908993","0"
"02/16/2016 19:20:45.483","1.7581584516277338","0","1.996021390255055","0","8175.7036144847052","0"
"02/16/2016 19:20:46.486","10.422135018837086","0","3.9873124966060374","0","16332.031986098329","0"
"02/16/2016 19:20:47.538","3.4391768306886283","2.8531364578351668","60.866911100483556","23372.893862585686","123194.62806737871","0"
"02/16/2016 19:20:48.555","3.1737469465610513","0","5.9019427499239487","0","40290.595839480826","0"
"02/16/2016 19:20:49.559","12.843813723623054","0","7.96910798929488","0","34681.557969411318","0"
"02/16/2016 19:20:50.564","2.8220018003398128","0","4.975920710996542","0","20381.371232241836","0"
"02/16/2016 19:20:51.567","18.211514582416466","16.945488240241044","122.60559138527343","138817.43966405463","139327.79789811364","0"
"02/16/2016 19:20:52.575","3.8796600133035541","12.902151056979635","71.458067392502599","105694.42145877717","181408.21375376658","0"
"02/16/2016 19:20:53.610","3.3999358575574123","19.321298988147738","92.742235143109141","158280.08131090627","220108.23807297903","0"
"02/16/2016 19:20:54.623","5.9766355453646174","0","4.9325178854060763","0","23234.132247416783","0"
"02/16/2016 19:20:55.627","0.39292996985491602","0.99610800630354934","4.980540031517747","8160.1167876386762","24480.35036291603","0"
"02/16/2016 19:20:56.674","6.719999862453041","0","7.6420626264443108","0","31301.888517915897","0"
"02/16/2016 19:20:57.701","69.553975977940908","0","20.448928443863984","0","107191.33538574034","0"
"02/16/2016 19:20:58.706","83.674096302457087","0","3.9827019725781709","0","16313.147279680188","0"
"02/16/2016 19:20:59.730","16.113802736171312","0","6.833530829114105","0","22991.902583899344","0"
"02/16/2016 19:21:00.734","41.636482404211861","1.9921566946921199","6.9725484314224193","16319.747642917846","36719.432196565154","0"
"02/16/2016 19:21:01.740","30.099771547413358","0","6.9592830194129229","0","25451.092185281548","0"
"02/16/2016 19:21:02.751","19.616613292097895","0","6.9250528910796136","0","28365.016641862097","0"
"02/16/2016 19:21:03.754","14.316824800626781","0","7.9772330247055452","0","26548.231506220054","0"
"02/16/2016 19:21:04.796","13.780255542966902","0","3.8388085311741764","0","15723.759743689427","0"
"02/16/2016 19:21:06.124","60.001535941019867","0","6.02357274819843","0","19660.941450119677","0"
"02/16/2016 19:21:07.127","26.779832102353794","0","4.985510932191775","0","20420.65277825751","0"
"02/16/2016 19:21:08.137","23.407196482803993","4.9514009404431203","10.893082068974865","81123.753008220083","57800.674018356811","0"
"02/16/2016 19:21:09.165","19.471278437760787","0","5.8346608783530476","0","18421.96927992002","0"
"02/16/2016 19:21:11.647","50.257714905006992","1.2088815456198028","13.297697001817829","6602.1050811449495","55292.630054588946","0"
"02/16/2016 19:21:12.667","22.682394833358977","0","3.9204357055805676","0","16058.104650058005","0"
"02/16/2016 19:21:13.676","16.363327814717245","0","11.895907547965628","0","48218.07859442068","0"
"02/16/2016 19:21:14.748","12.571663259059818","0","21.449970715531087","0","91679.040053024699","0"
"02/16/2016 19:21:15.752","10.509273019791532","0","4.9804762775362823","0","20400.030832788612","0"
"02/16/2016 19:21:16.764","11.972492225410514","0","34.594239175155252","0","125503.94610012896","0"
"02/16/2016 19:21:17.795","17.427413211575104","1.9389095443308393","7.7556381773233571","95301.28192294942","29285.289757572998","0"
"02/16/2016 19:21:18.829","1.0425157369896576","0","7.7374550966561779","0","39615.770094879634","0"
"02/16/2016 19:21:19.834","1.26715382914524","0","4.975348047594836","0","20379.025602948448","0"
"02/16/2016 19:21:20.848","59.153784294297736","0","5.919739299910117","0","21216.345650877858","0"
"02/16/2016 19:21:21.876","7.2278970495137536","2.9201331793496954","11.680532717398782","23921.731005232705","89706.491269622638","0"
"02/16/2016 19:21:23.963","10.948227820044231","0","5.2684311152042467","0","25503.038183854154","0"
"02/16/2016 19:21:24.966","14.316824800626781","0","5.982446474253269","0","24504.10075854139","0"
"02/16/2016 19:21:25.969","11.201072975195025","0","3.9883831930675764","0","16336.417558804793","0"
"02/16/2016 19:21:26.975","13.789718241809801","0","4.9707728617960605","0","20360.285641916664","0"
"02/16/2016 19:21:28.013","20.22883931793238","0","3.8532749060981248","0","15783.014015377919","0"
"02/16/2016 19:21:29.292","1.6080563255034153","1.5645770570192548","31.291541140385096","12817.015251101735","61281.354169330174","0"
"02/16/2016 19:21:30.311","2.6857292051632675","0","5.8814893561086539","0","20577.370760572143","0"
"02/16/2016 19:21:31.560","34.326212256561149","5.6071395164715554","43.255076269923428","45933.686918934982","78333.341084969477","0"
"02/16/2016 19:21:32.571","23.481199191516268","13.851399702649045","108.83242623509963","113470.66636410098","172232.2614455104","0"
"02/16/2016 19:21:35.196","15.181828446359091","2.2853413428342408","23.234303652148117","18721.516280498101","69620.638668102314","0"
"02/16/2016 19:21:36.202","2.1396801663786991","0","4.9730227846187907","0","20369.501325798567","0"
"02/16/2016 19:21:37.205","0.29594158618388988","0","5.9824248111661618","0","18378.009019902449","0"
"02/16/2016 19:21:38.220","10.686779002084778","0","6.8992257346847179","0","28259.228609268604","0"
"02/16/2016 19:21:39.222","0.97846129648192504","0","20.958510925712737","0","102197.69137109448","0"
"02/16/2016 19:21:40.229","1.4586821437346797","0.99324231894401027","11.918907827328123","8136.6410767893321","56447.94747022599","0"
"02/16/2016 19:21:41.253","12.300793769633644","0","4.8806142720211172","0","19990.996058198496","0"
"02/16/2016 19:21:42.258","2.0445778147425209","0","4.9752277220456733","0","19359.606112024125","0"
"02/16/2016 19:21:43.261","0.29594158618388988","0","8.9747046634837986","0","27570.292726222229","0"
"02/16/2016 19:21:44.265","3.5056509082969534","2.9881602057807384","4.9802670096345638","24479.008405755809","20399.173671463173","0"
"02/16/2016 19:21:45.281","2.3114435482600504","0","4.9233036100379941","0","20165.851586715624","0"
"02/16/2016 19:21:46.290","0.87505518781302305","0","4.9563893071277789","0","20301.370601995382","0"
"02/16/2016 19:21:47.293","0.29594158618388988","0.99707163505436402","25.923862511413464","8168.0108343653501","114862.65235826274","0"
"02/16/2016 19:21:48.296","14.400174192844073","0","5.9767178917202752","0","21420.556923925466","0"
"02/16/2016 19:21:49.298","0.97846129648192504","0","27.945998033716794","0","102202.5070947357","0"
"02/16/2016 19:21:50.300","3.3175527619193623","0","7.9841300820261756","0","44966.620621971422","0"
"02/16/2016 19:21:51.305","23.035025425869126","18.90817803414469","96.531224700633416","154895.7944557133","227757.9609266574","0"
"02/16/2016 19:21:52.308","5.7485072806894522","29.911665806898718","172.49060615311592","245036.3662901143","379806.36774967716","0"
"02/16/2016 19:21:53.310","0.97846129648192504","0","11.976762795936976","0","49056.820412157853","0"
"02/16/2016 19:21:54.314","6.6183718467389792","0","22.910331134489386","0","111690.85258469677","0"
"02/16/2016 19:21:55.321","0","0","6.9526306399147817","0","36614.539415688356","0"
"02/16/2016 19:21:56.324","2.632755455257707","0","4.9853942806080838","0","20420.174973370711","0"
"02/16/2016 19:21:57.331","1.4586821437346797","0","3.9728921086724109","0","16272.966077122195","0"
"02/16/2016 19:21:58.334","11.201072975195025","0.99708218895716449","4.9854109447858228","8168.0972919370915","20420.24322984273","0"
"02/16/2016 19:21:59.336","0","0","6.9862657538570154","0","27593.753651805535","0"
"02/16/2016 19:22:00.342","13.789718241809801","0","4.9707921894762448","0","20360.364808094699","0"
"02/16/2016 19:22:01.346","22.181976538949154","4.9808214001059739","21.915614160466287","24481.733345800883","63244.477809985619","0"
"02/16/2016 19:22:02.350","11.287453254402035","0","10.95680084192764","0","48958.970452947942","0"
"02/16/2016 19:22:03.353","0","0","6.9795558811486247","0","21441.195666888576","0"
"02/16/2016 19:22:04.360","2.234598032366697","0","7.9457665795314449","0","27969.098359950687","0"
"02/16/2016 19:22:05.363","22.8851423205641","0","7.9769041499380631","0","40841.749247682885","0"
"02/16/2016 19:22:06.366","18.211514582416466","0","6.9783973602374632","0","27052.255823914831","0"
"02/16/2016 19:22:07.375","24.180861164795875","0","4.9519174103326176","0","20283.053712722402","0"
"02/16/2016 19:22:08.379","19.847435835117633","2.9885103054094739","12.950211323441053","12240.938210957205","48453.713751705603","0"
"02/16/2016 19:22:09.382","1.853817498899768","0","7.9768974838380444","0","34204.936410697534","0"
"02/16/2016 19:22:10.385","2.632755455257707","0","6.9792953748073909","0","40838.848364587247","0"
"02/16/2016 19:22:11.388","1.853817498899768","3.9885387362246298","19.942693681123149","16337.054663576084","85769.536983774437","0"
"02/16/2016 19:22:12.391","12.758948887910904","0","7.9765175345528219","0","28587.838843837311","0"
"02/16/2016 19:22:13.393","0.19876414133611631","0","3.9922820939281438","0","16352.387456729677","0"
"02/16/2016 19:22:14.395","4.8769470722109798","0","21.956339360569977","0","99130.876182122491","0"
"02/16/2016 19:22:15.399","0","0","7.9689483185301881","0","40801.015390874563","0"
"02/16/2016 19:22:16.402","2.632755455257707","0","3.9882843183679384","0","16336.012568035076","0"
"02/16/2016 19:22:17.405","0.29594158618388988","0","3.9882498800169692","0","16335.871508549506","0"
"02/16/2016 19:22:18.412","5.338261586894733","0","8.9383921667313597","0","22882.283946832282","0"
"02/16/2016 19:22:19.416","0.39292996985491602","0","5.9767894104990029","0","24480.929425403916","0"
"02/16/2016 19:22:20.422","2.916349371407434","0","10.936720888736801","0","52432.628435311264","0"
